times,road,road status
2020-08-08 15:10,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 15:10,[포은대로(국도 43호선)] 70km/h,소통원활
2020-08-08 15:10,[광교로] 49km/h,소통원활
2020-08-08 15:10,[광교로] 47km/h,소통원활
2020-08-08 15:10,[광교로] 45km/h,소통원활
2020-08-08 15:10,[광교로] 30km/h,소통원활
2020-08-08 15:10,[광교로] 23km/h,부분지체
2020-08-08 15:10,[광교로] 29km/h,소통원활
2020-08-08 15:10,[광교로] 53km/h,소통원활
2020-08-08 15:10,[광교로] 49km/h,소통원활
2020-08-08 15:10,[광교로] 53km/h,소통원활
2020-08-08 15:10,[광교로] 9km/h,정체
2020-08-08 15:10,[광교로] 32km/h,소통원활
2020-08-08 15:10,[광교로] 30km/h,소통원활
2020-08-08 15:10,[마북로] 39km/h,소통원활
2020-08-08 15:10,[마북로] 16km/h,소통원활
2020-08-08 15:10,[마북로] 18km/h,부분지체
2020-08-08 15:10,[마북로] 9km/h,정체
2020-08-08 15:10,[마북로] 23km/h,부분지체
2020-08-08 15:10,[마북로] 16km/h,소통원활
2020-08-08 15:10,[마북로] 13km/h,정체
2020-08-08 15:10,[마북로] 16km/h,부분지체
2020-08-08 15:10,[성산로(지방도 321호선)] 49km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 37km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 45km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 48km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 30km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 43km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 34km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 48km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 42km/h,소통원활
2020-08-08 15:10,[성산로(지방도 321호선)] 15km/h,부분지체
2020-08-08 15:10,[수지로] 14km/h,정체
2020-08-08 15:10,[수지로] 42km/h,소통원활
2020-08-08 15:10,[수지로] 49km/h,소통원활
2020-08-08 15:10,[수지로] 18km/h,부분지체
2020-08-08 15:10,[수지로] 32km/h,소통원활
2020-08-08 15:10,[수지로] 36km/h,소통원활
2020-08-08 15:10,[수지로] 37km/h,소통원활
2020-08-08 15:10,[수지로] 22km/h,부분지체
2020-08-08 15:10,[수지로] 27km/h,소통원활
2020-08-08 15:10,[수지로] 23km/h,부분지체
2020-08-08 15:10,[수지로] 20km/h,부분지체
2020-08-08 15:10,[수지로] 21km/h,부분지체
2020-08-08 15:10,[수지로] 22km/h,부분지체
2020-08-08 15:10,[수지로] 26km/h,소통원활
2020-08-08 15:10,[수지로] 45km/h,소통원활
2020-08-08 15:10,[수지로] 28km/h,소통원활
2020-08-08 15:10,[수지로] 37km/h,소통원활
2020-08-08 15:10,[수지로] 32km/h,소통원활
2020-08-08 15:10,[수지로] 14km/h,정체
2020-08-08 15:10,[수지로] 28km/h,소통원활
2020-08-08 15:10,[수지로] 22km/h,부분지체
2020-08-08 15:10,[수지로] 17km/h,부분지체
2020-08-08 15:10,[죽양대로(국도 17호선)] 54km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 58km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 58km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 59km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 64km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 76km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 50km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 57km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 49km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 50km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 62km/h,소통원활
2020-08-08 15:10,[죽양대로(국도 17호선)] 72km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 29km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 40km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 36km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 18km/h,부분지체
2020-08-08 15:10,[동부로(지방도 57호선)] 19km/h,부분지체
2020-08-08 15:10,[동부로(지방도 57호선)] 34km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 39km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 37km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 51km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 46km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 29km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 42km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 40km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 30km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 23km/h,부분지체
2020-08-08 15:10,[동부로(지방도 57호선)] 36km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 44km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 41km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 46km/h,소통원활
2020-08-08 15:10,[동부로(지방도 57호선)] 41km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 82km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 56km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 76km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 78km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 81km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 71km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 71km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 71km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 71km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 71km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 65km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 59km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 59km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 59km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 59km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 67km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 73km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 61km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 62km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 72km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 74km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 76km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 76km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 76km/h,소통원활
2020-08-08 15:10,[신갈우회도로] 76km/h,소통원활
